Cluster,Condition,Time,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
predrought.t0,predrought,t0,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis", 39/2653,  39/2653,9.188455389158147e-11,9.539778683449488e-10,7.111807576747792e-10,K00014/K00220/K00500/K00766/K00800/K00812/K00813/K00817/K00832/K00891/K01609/K01626/K01657/K01658/K01695/K01696/K01713/K01735/K01736/K01817/K03785/K03786/K03856/K04093/K04516/K04517/K04518/K06001/K06208/K11358/K11646/K13503/K13829/K13832/K13853/K14170/K14187/K16306/K18240,39
predrought.t0,predrought,t0,ko00627,Aminobenzoate degradation, 42/2653,  42/2653,2.0276619934743263e-10,2.0450419534183917e-9,1.5245578898303205e-9,K00141/K01034/K01035/K01101/K01426/K01501/K01512/K01576/K01692/K01721/K01781/K01865/K03186/K03380/K03862/K03863/K04099/K04100/K04101/K04105/K04107/K04108/K04109/K04110/K08295/K09461/K10219/K10221/K14333/K14338/K14581/K15054/K15059/K15060/K15061/K15063/K15064/K15065/K15066/K16319/K16320/K18541,42
predrought.t0,predrought,t0,ko00710,Carbon fixation in photosynthetic organisms, 25/2653,  25/2653,2.0884296717136384e-10,2.047821316985873e-9,1.5266298769836537e-9,K00024/K00029/K00134/K00150/K00615/K00855/K00927/K01006/K01086/K01595/K01601/K01602/K01610/K01621/K01623/K01624/K01783/K01803/K01807/K01808/K02446/K03841/K04041/K11532/K11645,25
predrought.t0,predrought,t0,ko00500,Starch and sucrose metabolism, 50/2653,  50/2653,3.217692238717202e-10,3.0698523250464115e-9,2.2885435552753923e-9,K00688/K00690/K00693/K00694/K00696/K00697/K00700/K00702/K00703/K00705/K00845/K00847/K00963/K00975/K00978/K01087/K01176/K01178/K01179/K01182/K01187/K01193/K01194/K01210/K01222/K01236/K01810/K01835/K01838/K02438/K02761/K05341/K05342/K05343/K05349/K05350/K06044/K07024/K07405/K13057/K13810/K15778/K15916/K16055/K16147/K16148/K16149/K16150/K16153/K19668,50
predrought.t0,predrought,t0,ko00340,Histidine metabolism, 29/2653,  29/2653,5.598639112992852e-10,5.200841070753886e-9,3.877173900964579e-9,K00013/K00128/K00129/K00274/K00603/K00765/K00817/K01089/K01458/K01468/K01479/K01496/K01523/K01693/K01712/K01745/K01814/K02500/K02501/K02502/K04486/K05602/K05603/K07008/K11755/K13990/K14152/K18911/K18912,29
predrought.t0,predrought,t0,ko00540,Lipopolysaccharide biosynthesis, 33/2653,  33/2653,7.440115111852226e-9,6.73425803713804e-8,5.02032058829435e-8,K00677/K00748/K00912/K00979/K01627/K02517/K02527/K02535/K02536/K02841/K02843/K02844/K02847/K02848/K02849/K03269/K03270/K03271/K03272/K03273/K03274/K03760/K06041/K07031/K07264/K09778/K09949/K11211/K12973/K12976/K12979/K15669/K16363,33
predrought.t0,predrought,t0,ko00860,Porphyrin and chlorophyll metabolism, 57/2653,  57/2653,1.3085354115749495e-8,1.1547825007148929e-7,8.608785602466773e-8,K00228/K00230/K00231/K00435/K00595/K00643/K00768/K00798/K01195/K01599/K01698/K01719/K01749/K01772/K01845/K01885/K02188/K02189/K02224/K02226/K02227/K02229/K02230/K02231/K02232/K02233/K02259/K02302/K02303/K02304/K02492/K02495/K02496/K03394/K03403/K03404/K03405/K03428/K03594/K03795/K04034/K04035/K04720/K05895/K05934/K05936/K06042/K07226/K08100/K08973/K09882/K09883/K10960/K13541/K13542/K14735/K19221,57
predrought.t0,predrought,t0,ko00660,C5-Branched dibasic acid metabolism, 20/2653,  20/2653,1.6961259327107808e-8,1.460323059138794e-7,1.0886559260017849e-7,K00052/K01575/K01652/K01653/K01703/K01704/K01902/K01903/K04835/K08691/K09011/K10218/K14449/K14471/K14472/K18288/K18289/K18290/K18292/K19268,20
predrought.t0,predrought,t0,ko01210,2-Oxocarboxylic acid metabolism, 39/2653,  39/2653,2.109979093265677e-8,1.773387190292343e-7,1.3220420383870156e-7,K00030/K00031/K00052/K00053/K00133/K00145/K00619/K00620/K00812/K00813/K00818/K00821/K00826/K00836/K00928/K00930/K01438/K01647/K01649/K01652/K01653/K01655/K01681/K01687/K01703/K01704/K01705/K05824/K05825/K05827/K05828/K05829/K05830/K05831/K09011/K11358/K14260/K14681/K14682,39
predrought.t0,predrought,t0,ko00300,Lysine biosynthesis, 27/2653,  27/2653,3.659332035732418e-8,3.004056299101264e-7,2.2394932899219204e-7,K00003/K00133/K00215/K00290/K00293/K00674/K00821/K00928/K01439/K01586/K01655/K01705/K01714/K01778/K01928/K01929/K05824/K05825/K05827/K05828/K05829/K05830/K05831/K10206/K12524/K12526/K14267,27
predrought.t0,predrought,t0,ko03010,Ribosome, 57/2653,  57/2653,4.3449523370991066e-8,3.4858367613545106e-7,2.5986557040066425e-7,K02863/K02864/K02867/K02871/K02874/K02876/K02878/K02879/K02881/K02883/K02884/K02885/K02886/K02887/K02888/K02890/K02892/K02895/K02897/K02899/K02902/K02904/K02906/K02907/K02909/K02911/K02913/K02914/K02916/K02919/K02926/K02931/K02933/K02935/K02939/K02945/K02946/K02948/K02950/K02952/K02954/K02956/K02959/K02961/K02963/K02965/K02967/K02968/K02970/K02976/K02982/K02986/K02988/K02990/K02992/K02994/K02996,57
predrought.t0,predrought,t0,ko00970,Aminoacyl-tRNA biosynthesis, 33/2653,  33/2653,5.574763700749424e-8,4.373092414143437e-7,3.2600957314324114e-7,K00604/K01042/K01866/K01867/K01868/K01869/K01870/K01872/K01873/K01874/K01875/K01876/K01878/K01879/K01880/K01881/K01883/K01885/K01886/K01887/K01889/K01890/K01892/K01893/K02433/K02434/K02435/K03330/K04566/K04567/K09698/K09759/K14164,33
predrought.t0,predrought,t0,ko00622,Xylene degradation, 21/2653,  21/2653,1.3474578838330793e-7,1.0340274630284283e-6,7.708569129479859e-7,K00055/K00141/K00446/K01617/K01666/K01821/K02554/K04073/K05549/K05550/K07104/K10216/K10217/K10619/K10621/K10622/K16303/K16304/K18364/K18365/K18366,21
predrought.t0,predrought,t0,ko00190,Oxidative phosphorylation, 76/2653,  76/2653,2.8355828744604634e-7,2.1297037333713693e-6,1.5876723821167208e-6,K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00330/K00331/K00332/K00333/K00334/K00335/K00336/K00337/K00338/K00339/K00340/K00341/K00342/K00343/K00404/K00405/K00406/K00407/K00410/K00411/K00412/K00413/K00425/K00426/K00937/K01507/K01535/K02108/K02109/K02110/K02111/K02112/K02113/K02114/K02115/K02117/K02118/K02119/K02120/K02121/K02123/K02124/K02258/K02259/K02274/K02275/K02276/K02277/K02297/K02298/K02299/K02300/K03885/K03886/K03889/K03890/K03891/K05577/K05580/K05587/K05588/K06019/K08738/K13378/K13380/K15408/K15862/K15986,76
predrought.t0,predrought,t0,ko00770,Pantothenate and CoA biosynthesis, 24/2653,  24/2653,4.571062203740718e-7,3.3616353290009867e-6,2.506064804682411e-6,K00053/K00077/K00128/K00606/K00826/K00859/K00867/K00954/K00997/K01464/K01579/K01598/K01652/K01653/K01687/K01918/K01922/K03525/K04765/K06133/K09722/K09735/K13038/K17723,24
predrought.t0,predrought,t0,ko00541,O-Antigen nucleotide sugar biosynthesis, 41/2653,  41/2653,5.330835353344284e-7,3.820074747458114e-6,2.847826709004111e-6,K00012/K00067/K00523/K00963/K00971/K00973/K00978/K00983/K01654/K01709/K01710/K01711/K01784/K01790/K01791/K01809/K01840/K01854/K02377/K02472/K02473/K02474/K02805/K04042/K08679/K12452/K12454/K13010/K13015/K13016/K13017/K13018/K13019/K13020/K15856/K15894/K16011/K16704/K17716/K19068/K19180,41
predrought.t0,predrought,t0,ko00350,Tyrosine metabolism, 37/2653,  37/2653,5.530231987925566e-7,3.820074747458114e-6,2.847826709004111e-6,K00001/K00055/K00121/K00129/K00135/K00146/K00151/K00274/K00276/K00450/K00451/K00455/K00457/K00483/K00505/K00545/K00812/K00813/K00817/K00832/K01555/K01593/K01668/K01800/K01801/K01826/K02509/K02510/K05921/K10219/K11358/K13574/K13953/K13954/K16164/K16165/K16171,37
predrought.t0,predrought,t0,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis, 29/2653,  29/2653,5.627305576992123e-7,3.820074747458114e-6,2.847826709004111e-6,K00355/K00457/K00568/K01075/K01661/K01911/K02548/K02549/K02551/K02552/K03179/K03182/K03183/K03185/K03186/K03809/K05928/K06134/K08680/K11782/K11783/K11784/K11785/K18240/K18285/K18286/K18800/K19222/K19267,29
predrought.t0,predrought,t0,ko00900,Terpenoid backbone biosynthesis, 29/2653,  29/2653,5.627305576992123e-7,3.820074747458114e-6,2.847826709004111e-6,K00021/K00054/K00099/K00587/K00626/K00795/K00805/K00806/K00869/K00919/K00938/K00991/K01597/K01641/K01662/K01770/K01823/K02523/K03526/K03527/K06013/K06981/K10960/K12503/K12506/K13787/K13789/K15891/K15892,29
predrought.t0,predrought,t0,ko00061,Fatty acid biosynthesis, 22/2653,  22/2653,6.337648703595887e-7,4.221113193149713e-6,3.146796774377302e-6,K00059/K00208/K00209/K00645/K00647/K00648/K01071/K01716/K01897/K01961/K01962/K01963/K02160/K02371/K02372/K03921/K09458/K10780/K11263/K16363/K18473/K18660,22
predrought.t0,predrought,t0,ko00290,"Valine, leucine and isoleucine biosynthesis", 14/2653,  14/2653,7.237478953093512e-7,4.7311667971148325e-6,3.5270365268486898e-6,K00052/K00053/K00263/K00826/K00835/K01649/K01652/K01653/K01687/K01703/K01704/K01754/K09011/K14260,14
predrought.t0,predrought,t0,ko00790,Folate biosynthesis, 36/2653,  36/2653,8.643747265376761e-7,5.5477141539599935e-6,4.135764241807063e-6,K00287/K00500/K00796/K00950/K01077/K01113/K01495/K01497/K01633/K01664/K01665/K01724/K01737/K02619/K03342/K03635/K03637/K03638/K03639/K03750/K03752/K03793/K03831/K06879/K06897/K06920/K07141/K07142/K08310/K09007/K09457/K10026/K11754/K13950/K14652/K18482,36
predrought.t0,predrought,t0,ko00984,Steroid degradation, 12/2653,  12/2653,1.0714958852455837e-6,6.754250848065911e-6,5.035225024650299e-6,K01822/K03333/K05898/K15981/K15982/K15983/K16046/K16047/K16048/K16049/K16050/K16051,12
predrought.t0,predrought,t0,ko00450,Selenocompound metabolism, 19/2653,  19/2653,2.4435556313099064e-6,1.513289715530521e-5,1.1281420273822282e-5,K00384/K00548/K00549/K00955/K00956/K00957/K00958/K01008/K01042/K01739/K01758/K01760/K01761/K01874/K11717/K12527/K12528/K14155/K17051,19
predrought.t0,predrought,t0,ko02025,Biofilm formation - Pseudomonas aeruginosa, 37/2653,  37/2653,4.163499350958129e-6,2.5339918463589996e-5,1.8890650412695687e-5,K01657/K01658/K01768/K02398/K02405/K02657/K02658/K02659/K02660/K03563/K03651/K06596/K06598/K07689/K10914/K10941/K11444/K11890/K11891/K11893/K11895/K11900/K11901/K11902/K11903/K11907/K11912/K11913/K12990/K13060/K13487/K13488/K13489/K13490/K13491/K16011/K18101,37
predrought.t0,predrought,t0,ko00730,Thiamine metabolism, 19/2653,  19/2653,1.3714952025065418e-5,8.205725533640835e-5,6.117284578530517e-5,K00788/K00878/K00939/K00941/K00946/K00949/K01077/K01078/K01662/K03146/K03147/K03149/K03150/K03151/K03153/K03707/K04487/K06928/K06949,19
predrought.t0,predrought,t0,ko00643,Styrene degradation, 15/2653,  15/2653,1.4440952494364034e-5,8.496093717517507e-5,6.333751094019313e-5,K00146/K00446/K00451/K01026/K01039/K01040/K01426/K01501/K01502/K01555/K01721/K01800/K07104/K10216/K16171,15
predrought.t0,predrought,t0,ko01212,Fatty acid metabolism, 34/2653,  34/2653,1.5034580833815403e-5,8.700339400552193e-5,6.486014164717603e-5,K00059/K00208/K00209/K00248/K00249/K00255/K00507/K00626/K00632/K00645/K00647/K00648/K01692/K01716/K01782/K01825/K01897/K01961/K01962/K01963/K02160/K02371/K02372/K03921/K06445/K07516/K08764/K09458/K09478/K10780/K11263/K16363/K18473/K18660,34
predrought.t0,predrought,t0,ko00040,Pentose and glucuronate interconversions, 34/2653,  34/2653,2.025765484729803e-5,1.1533793808219684e-4,8.598325486968603e-5,K00008/K00012/K00040/K00041/K00065/K00594/K00848/K00853/K00854/K00963/K01051/K01184/K01195/K01628/K01629/K01685/K01686/K01728/K01730/K01783/K01804/K01805/K01812/K01815/K01818/K01820/K08092/K08322/K08323/K14259/K14274/K16190/K16850/K19551,34
predrought.t0,predrought,t0,ko00760,Nicotinate and nicotinamide metabolism, 38/2653,  38/2653,2.0741086478052004e-5,1.1621592899606916e-4,8.66377881288722e-5,K00135/K00278/K00322/K00324/K00325/K00763/K00767/K00858/K00969/K01081/K01239/K01799/K01916/K01950/K02566/K03426/K03462/K03517/K03742/K03743/K03783/K03784/K03787/K04765/K06989/K08281/K12410/K13522/K13995/K14974/K15358/K18028/K18029/K18030/K19187/K19188/K19189/K19191,38
predrought.t0,predrought,t0,ko00470,D-Amino acid metabolism, 24/2653,  24/2653,3.0344489919579775e-5,1.6479392217864095e-4,1.2285218590922986e-4,K00273/K00285/K00824/K01425/K01586/K01753/K01775/K01776/K01777/K01778/K01779/K01844/K01921/K01925/K05396/K05597/K10794/K12235/K12526/K12658/K17898/K17899/K18011/K19746,24
predrought.t0,predrought,t0,ko00550,Peptidoglycan biosynthesis, 24/2653,  24/2653,3.0344489919579775e-5,1.6479392217864095e-4,1.2285218590922986e-4,K00075/K00790/K00806/K01000/K01921/K01924/K01925/K01928/K01929/K02563/K03587/K03814/K05364/K05365/K05366/K05367/K05515/K06153/K07009/K07258/K07259/K07260/K08384/K19302,24
predrought.t0,predrought,t0,ko00281,Geraniol degradation, 11/2653,  11/2653,3.438137097692519e-5,1.838882417402211e-4,1.370868061280909e-4,K00632/K01640/K01692/K01782/K01825/K11731/K12957/K13774/K13775/K13777/K13778,11
predrought.t0,predrought,t0,ko00410,beta-Alanine metabolism, 21/2653,  21/2653,3.585041555857444e-5,1.8888353271905638e-4,1.4081074453485638e-4,K00128/K00129/K00137/K00140/K00248/K00276/K00316/K00822/K00823/K01464/K01578/K01579/K01580/K01692/K01782/K01825/K01918/K07250/K09722/K15372/K17723,21
predrought.t0,predrought,t0,ko03030,DNA replication, 26/2653,  26/2653,3.6963340008931165e-5,1.918832209287162e-4,1.4304698145871194e-4,K01972/K02314/K02316/K02319/K02322/K02323/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02683/K03111/K03469/K03470/K03471/K04799/K04801/K04802/K10726/K10742/K10747/K18882,26
predrought.t0,predrought,t0,ko00430,Taurine and hypotaurine metabolism, 14/2653,  14/2653,8.091926168165574e-5,4.1397825179165904e-4,3.0861655866382814e-4,K00259/K00456/K00625/K00681/K00925/K01580/K03119/K03852/K07255/K13788/K15024/K15371/K15372/K19244,14
predrought.t0,predrought,t0,ko03410,Base excision repair, 20/2653,  20/2653,8.670385330282079e-5,4.3723514594136767e-4,3.2595433572489015e-4,K01142/K01151/K01246/K01247/K01972/K02335/K03575/K03648/K03649/K03652/K03660/K04799/K04802/K05522/K07462/K10563/K10747/K10773/K10800/K13529,20
predrought.t0,predrought,t0,ko00380,Tryptophan metabolism, 31/2653,  31/2653,9.435098586942637e-5,4.690971550972888e-4,3.4970713813723634e-4,K00128/K00252/K00274/K00382/K00452/K00453/K00463/K00466/K00486/K00543/K00626/K00658/K00837/K01426/K01432/K01501/K01556/K01593/K01667/K01692/K01721/K01782/K01825/K03392/K03781/K03782/K04103/K07130/K10217/K14338/K15067,31
predrought.t0,predrought,t0,ko00780,Biotin metabolism, 13/2653,  13/2653,1.2870146971987172e-4,6.2418967788578e-4,4.6532702988353946e-4,K00059/K00208/K00647/K00652/K00833/K01012/K01935/K02169/K02170/K02372/K03524/K08351/K09458,13
predrought.t0,predrought,t0,ko03430,Mismatch repair, 20/2653,  20/2653,1.2908171808969387e-4,6.2418967788578e-4,4.6532702988353946e-4,K01972/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K03111/K03555/K03572/K03573/K03601/K03602/K03657/K04802/K06223/K07456/K07462/K10747,20
predrought.t0,predrought,t0,ko04122,Sulfur relay system, 15/2653,  15/2653,1.5056972442263326e-4,7.182582800160748e-4,5.35454212029279e-4,K00566/K01011/K03151/K03154/K03635/K03636/K03637/K03638/K03639/K03831/K04085/K04487/K07235/K11179/K11996,15
predrought.t0,predrought,t0,ko00983,Drug metabolism - other enzymes, 16/2653,  16/2653,1.527377060455351e-4,7.188854697876519e-4,5.359217755983687e-4,K00088/K00569/K00757/K00758/K00760/K00799/K00857/K00876/K00940/K01195/K01464/K01489/K01520/K01951/K03782/K13421,16
predrought.t0,predrought,t0,ko00750,Vitamin B6 metabolism, 13/2653,  13/2653,2.2916790566353487e-4,0.0010644246144635237,7.935176788903561e-4,K00097/K00275/K00831/K00868/K01733/K03473/K03474/K05275/K06215/K08681/K18611/K18612/K18614,13
predrought.t0,predrought,t0,ko00564,Glycerophospholipid metabolism, 39/2653,  39/2653,2.961929444926478e-4,0.0013578715507260347,0.001012279372838851,K00057/K00096/K00111/K00112/K00113/K00550/K00570/K00631/K00655/K00901/K00981/K00995/K01004/K01048/K01058/K01095/K01114/K01115/K01126/K01613/K03735/K03736/K04019/K05929/K05939/K06131/K06132/K07029/K07094/K08591/K08744/K13622/K13623/K14676/K17103/K17104/K17830/K18697/K19664,39
predrought.t0,predrought,t0,ko00052,Galactose metabolism, 29/2653,  29/2653,3.5962364722575183e-4,0.0016275275316755178,0.0012133051525835081,K00035/K00845/K00849/K00850/K00883/K00917/K00963/K00965/K01182/K01187/K01190/K01193/K01631/K01635/K01684/K01784/K01785/K01835/K01854/K02082/K06617/K07406/K07407/K08302/K12308/K15778/K16370/K16371/K17716,29
predrought.t0,predrought,t0,ko00930,Caprolactam degradation, 12/2653,  12/2653,3.6801942376284635e-4,0.001644441222636516,0.0012259141364518533,K00496/K01053/K01453/K01471/K01692/K01782/K01825/K03379/K06446/K14519/K17754/K18199,12
predrought.t0,predrought,t0,ko01503,Cationic antimicrobial peptide (CAMP) resistance, 22/2653,  22/2653,4.184463502944385e-4,0.0018463945206742096,0.0013764682575474949,K00677/K01406/K01448/K03585/K03673/K03760/K03767/K04771/K06079/K07264/K07637/K07640/K07660/K07662/K07806/K10011/K10012/K12340/K12962/K12973/K14205/K18138,22
predrought.t0,predrought,t0,ko02026,Biofilm formation - Escherichia coli, 24/2653,  24/2653,4.325901639870419e-4,0.0018852386158941454,0.001405426133811052,K00688/K00694/K00703/K00975/K01991/K02398/K02402/K02403/K02405/K03087/K03563/K03566/K03567/K04761/K06204/K07638/K07659/K07689/K10914/K11931/K11935/K11936/K11937/K18968,24
predrought.t0,predrought,t0,ko03060,Protein export, 17/2653,  17/2653,7.431014204039737e-4,0.0031989609927146672,0.002384792748408131,K03070/K03071/K03072/K03073/K03074/K03075/K03076/K03100/K03101/K03106/K03110/K03116/K03117/K03118/K03210/K03217/K12257,17
predrought.t0,predrought,t0,ko00531,Glycosaminoglycan degradation, 9/2653,  9/2653,8.200556217982392e-4,0.003487706439696125,0.002600049530114899,K01132/K01135/K01136/K01137/K01195/K01197/K01207/K01565/K12373,9
predrought.t0,predrought,t0,ko05111,Biofilm formation - Vibrio cholerae, 35/2653,  35/2653,0.0012171568157640419,0.005114956618627462,0.0038131479190602817,K00640/K01791/K01912/K02405/K02452/K02453/K02454/K02455/K02456/K02457/K02458/K02459/K02460/K02461/K02462/K02463/K02472/K02779/K03087/K03092/K03557/K03563/K03606/K03666/K05946/K07181/K07689/K08604/K10914/K10924/K10941/K10942/K10943/K12276/K16554,35
predrought.t0,predrought,t0,ko00071,Fatty acid degradation, 22/2653,  22/2653,0.0013117786962159393,0.005447739761932077,0.004061234353609719,K00001/K00121/K00128/K00248/K00249/K00252/K00255/K00496/K00529/K00626/K00632/K01692/K01782/K01825/K01897/K05939/K06445/K07516/K09478/K13953/K13954/K14338,22
predrought.t0,predrought,t0,ko00670,One carbon pool by folate, 17/2653,  17/2653,0.0014646264180886602,0.006011780530061594,0.004481720985583415,K00287/K00297/K00548/K00560/K00600/K00602/K00603/K00604/K00605/K01433/K01491/K01746/K01934/K01938/K03465/K11175/K13990,17
predrought.t0,predrought,t0,ko00261,Monobactam biosynthesis, 13/2653,  13/2653,0.0015301780437344576,0.006208653441819121,0.0046284877305942445,K00133/K00215/K00928/K00955/K00956/K00957/K00958/K01714/K05375/K12524/K12526/K16422/K19110,13
predrought.t0,predrought,t0,ko00521,Streptomycin biosynthesis, 10/2653,  10/2653,0.004253317308741209,0.017061602386200532,0.012719250325183042,K00010/K00067/K00845/K00973/K01092/K01710/K01790/K01835/K01858/K15778,10
predrought.t0,predrought,t0,ko00480,Glutathione metabolism, 20/2653,  20/2653,0.006035063539028885,0.02393682504805839,0.01784465860150469,K00031/K00033/K00036/K00383/K00432/K00681/K00682/K00797/K00799/K01255/K01256/K01270/K01469/K01581/K01919/K01920/K04097/K06048/K07160/K07232,20
predrought.t0,predrought,t0,ko00633,Nitrotoluene degradation, 10/2653,  10/2653,0.006407785770077239,0.02513275974263628,0.018736215701980228,K00169/K00170/K00171/K00172/K06281/K06282/K10678/K10680/K11180/K14581,10
predrought.t0,predrought,t0,ko00311,Penicillin and cephalosporin biosynthesis, 8/2653,  8/2653,0.007269360818677197,0.028198729329593962,0.02102186471566569,K00273/K01060/K01434/K04126/K04127/K12743/K17836/K19200,8
predrought.t0,predrought,t0,ko00053,Ascorbate and aldarate metabolism, 21/2653,  21/2653,0.007845725072487824,0.03010370598465437,0.022442005356086453,K00012/K00064/K00103/K00128/K00469/K01053/K01195/K01630/K01683/K01706/K01707/K01708/K02821/K08092/K08679/K14259/K16190/K17744/K18981/K18982/K18983,21
predrought.t0,predrought,t0,ko00571,Lipoarabinomannan (LAM) biosynthesis, 7/2653,  7/2653,0.012004185539247553,0.04521815098961565,0.03370966974028303,K08256/K13668/K13671/K13687/K14335/K14337/K14340,7
predrought.t0,predrought,t0,ko03440,Homologous recombination, 23/2653,  23/2653,0.012041094031229098,0.04521815098961565,0.03370966974028303,K01159/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02686/K03111/K03550/K03551/K03553/K03581/K03582/K03583/K03584/K03629/K03655/K04066/K06187/K07462,23
predrought.t0,predrought,t0,ko00740,Riboflavin metabolism, 17/2653,  17/2653,0.012301956798823458,0.045711481578786115,0.03407744265602066,K00082/K00299/K00793/K00794/K00953/K01078/K01093/K01497/K02858/K04719/K07732/K09474/K11752/K11753/K14652/K14654/K19286,17
